id,nctn,invn,suffix,tsk,lir,ogtd,cls,controllo_inventario,rifatta,
9085,1600009085,204091,,RA,C,Disco,,0,f,
9086,1600009086,204092,,RA,C,Disco,,0,f,
9087,1600009087,204093,,RA,C,Disco,,0,f,
9088,1600009088,204094,,RA,C,Disco,,0,f,
9089,1600009089,204095,,RA,C,Disco,,0,f,
9090,1600009090,204096,,RA,C,Disco,,0,f,
9091,1600009091,204097,,RA,C,Disco,,0,f,
9092,1600009092,204098,,RA,C,Disco,,0,f,
9093,1600009093,204099,,RA,C,Disco,,0,f,
9094,1600009094,204100,,RA,C,Disco,,0,f,
9095,1600009095,204101,,RA,C,Disco,,0,f,
9096,1600009096,204102,,RA,C,Disco,,0,f,
9097,1600009097,204103,,RA,C,Disco,,0,f,
9098,1600009098,204104,,RA,C,Disco,,0,f,
9099,1600009099,204105,,RA,C,Disco,,0,f,
9100,1600009100,204106,,RA,C,Disco,,0,f,
9101,1600009101,204107,,RA,C,Disco,,0,f,
9102,1600009102,204108,,RA,C,Disco,,0,f,
9103,1600009103,204109,,RA,C,Disco,,0,f,
9104,1600009104,204110,,RA,C,Disco,,0,f,
9105,1600009105,204111,,RA,C,Disco,,0,f,
9106,1600009106,204112,,RA,C,Disco,,0,f,
9107,1600009107,204113,,RA,C,Disco,,0,f,
9108,1600009108,204114,,RA,C,Disco,,0,f,
9109,1600009109,204115,,RA,C,Disco,,0,f,
9110,1600009110,204116,,RA,C,Oscillum,,0,f,
9111,1600009111,204117,,RA,C,Oscillum,,0,f,
9112,1600009112,204118,,RA,C,Disco,,0,f,
9113,1600009113,204119,,RA,C,Disco,,0,f,
9114,1600009114,204120,,RA,C,Disco,,0,f,
9115,1600009115,204121,,RA,C,Oscillum,,0,f,
9116,1600009116,204122,,RA,C,Disco,,0,f,
9117,1600009117,204123,,RA,C,Disco,,0,f,
9118,1600009118,204124,,RA,C,Disco,,0,f,
9119,1600009119,204125,,RA,C,Disco,,0,f,
9120,1600009120,204126,,RA,C,Disco,,0,f,
9121,1600009121,204127,,RA,C,Disco,,0,f,
9122,1600009122,204128,,RA,C,Disco,,0,f,
9123,1600009123,204129,,RA,C,Disco,,0,f,
9124,1600009124,204130,,RA,C,Disco,,0,f,
9125,1600009125,204131,,RA,C,Oscillum,,0,f,
9126,1600009126,204132,,RA,C,Oscillum,,0,f,
9127,1600009127,204133,,RA,C,Oscillum,,0,f,
9128,1600009128,204134,,RA,C,Oscillum,,0,f,
9129,1600009129,204135,,RA,C,Disco,,0,f,
9130,1600009130,204136,,RA,C,Disco,,0,f,
9131,1600009131,204137,,RA,C,Disco,,0,f,
9132,1600009132,204138,,RA,C,Disco,,0,f,
9133,1600009133,204139,,RA,C,Disco,,0,f,
9134,1600009134,204140,,RA,C,Disco,,0,f,
9135,1600009135,204141,,RA,C,Disco,,0,f,
9136,1600009136,204142,,RA,C,Disco,,0,f,
9137,1600009137,204143,,RA,C,Disco,,0,f,
9138,1600009138,204144,,RA,C,Disco,,0,f,
9139,1600009139,204145,,RA,C,Disco,,0,f,
9140,1600009140,204146,,RA,C,Disco,,0,f,
9141,1600009141,204147,,RA,C,Disco,,0,f,
9142,1600009142,204148,,RA,C,Disco,,0,f,
9143,1600009143,204149,,RA,C,Disco,,0,f,
9144,1600009144,204150,,RA,C,Disco,,0,f,
9145,1600009145,204151,,RA,C,Disco,,0,f,
9146,1600009146,204152,,RA,C,Disco,,0,f,
9147,1600009147,204153,,RA,C,Disco,,0,f,
9148,1600009148,204154,,RA,C,Disco,,0,f,
9149,1600009149,204155,,RA,C,Disco,,0,f,
9150,1600009150,204156,,RA,C,Disco,,0,f,
9151,1600009151,204157,,RA,C,Disco,,0,f,
9152,1600009152,204158,,RA,C,Disco,,0,f,
9153,1600009153,204159,,RA,C,Disco,,0,f,
9154,1600009154,204160,,RA,C,Disco,,0,f,
9155,1600009155,204161,,RA,C,Disco,,0,f,
9156,1600009156,204162,,RA,C,Oscillum,,0,f,
9157,1600009157,204163,,RA,C,Disco,,0,f,
9158,1600009158,204164,,RA,C,Disco,,0,f,
9159,1600009159,204165,,RA,C,Disco,,0,f,
9160,1600009160,204166,,RA,C,Disco,,0,f,
9161,1600009161,204167,,RA,C,Disco,,0,f,
9162,1600009162,204168,,RA,C,Disco,,0,f,
9163,1600009163,204169,,RA,C,Disco,,0,f,
9164,1600009164,204170,,RA,C,Disco,,0,f,
9165,1600009165,204171,,RA,C,Disco a ferro di cavallo,,0,f,
9166,1600009166,204172,,RA,C,Disco,,0,f,
9167,1600009167,204173,,RA,C,Disco,,0,f,
9168,1600009168,204174,,RA,C,Disco,,0,f,
9169,1600009169,204175,,RA,C,Disco,,0,f,
9170,1600009170,204176,,RA,C,Disco a ferro di cavallo,,0,f,
9171,1600009171,204177,,RA,C,Disco,,0,f,
9172,1600009172,204178,,RA,C,Disco,,0,f,
9173,1600009173,204179,,RA,C,Disco,,0,f,
9174,1600009174,204180,,RA,C,Disco,,0,f,
9175,1600009175,204181,,RA,C,Disco,,0,f,
9176,1600009176,204182,,RA,C,Disco,,0,f,
9177,1600009177,204183,,RA,C,Oscillum,,0,f,
9178,1600009178,204184,,RA,C,Disco,,0,f,
9179,1600009179,204185,,RA,C,Disco,,0,f,
9180,1600009180,204186,,RA,C,Disco,,0,f,
9181,1600009181,204187,,RA,C,Oscillum,,0,f,
9182,1600009182,204188,,RA,C,Oscillum,,0,f,
9183,1600009183,204189,,RA,C,Disco,,0,f,
9184,1600009184,204190,,RA,C,Oscillum,,0,f,
9185,1600009185,204191,,RA,C,Disco,,0,f,
9186,1600009186,204192,,RA,C,Disco,,0,f,
9187,1600009187,204193,,RA,C,Oscillum,,0,f,
9188,1600009188,204194,,RA,C,Disco,,0,f,
9189,1600009189,204195,,RA,C,Disco,,0,f,
9190,1600009190,204196,,RA,C,Disco,,0,f,
9191,1600009191,204197,,RA,C,Disco,,0,f,
9192,1600009192,204198,,RA,C,Disco,,0,f,
9193,1600009193,204199,,RA,C,Disco,,0,f,
9194,1600009194,204200,,RA,C,Disco,,0,f,
9195,1600009195,204201,,RA,C,Disco a ferro di cavallo,,0,f,
9196,1600009196,204202,,RA,C,Disco a ferro di cavallo,,0,f,
9197,1600009197,204203,,RA,C,Disco a ferro di cavallo,,0,f,
9198,1600009198,204204,,RA,C,Disco a ferro di cavallo,,0,f,
9199,1600009199,204205,,RA,C,Disco a ferro di cavallo,,0,f,
9200,1600009200,204206,,RA,C,Disco a ferro di cavallo,,0,f,
9201,1600009201,204207,,RA,C,Disco a ferro di cavallo,,0,f,
9202,1600009202,204208,,RA,C,Disco a ferro di cavallo,,0,f,
9203,1600009203,204209,,RA,C,Disco a ferro di cavallo,,0,f,
9204,1600009204,204210,,RA,C,Disco a ferro di cavallo,,0,f,
9205,1600009205,204211,,RA,C,Disco a ferro di cavallo,,0,f,
9206,1600009206,204212,,RA,C,Disco a ferro di cavallo,,0,f,
9207,1600009207,204213,,RA,C,Disco a ferro di cavallo,,0,f,
9208,1600009208,204214,,RA,C,Disco,,0,f,
9209,1600009209,204215,,RA,C,Disco a ferro di cavallo,,0,f,
9210,1600009210,204216,,RA,C,Disco a ferro di cavallo,,0,f,
9211,1600009211,204217,,RA,C,Disco a ferro di cavallo,,0,f,
9212,1600009212,204218,,RA,C,Disco a ferro di cavallo,,0,f,
9213,1600009213,204219,,RA,C,Disco a ferro di cavallo,,0,f,
9214,1600009214,204220,,RA,C,Disco,,0,f,
9215,1600009215,204221,,RA,C,Oscillum,,0,f,
9216,1600009216,204222,,RA,C,Oscillum,,0,f,
9217,1600009217,204223,,RA,C,Disco a ferro di cavallo,,0,f,
9218,1600009218,204224,,RA,C,Disco a ferro di cavallo,,0,f,
9219,1600009219,204225,,RA,C,Disco a ferro di cavallo,,0,f,
9220,1600009220,204226,,RA,C,Disco a ferro di cavallo,,0,f,
9221,1600009221,204227,,RA,C,Disco a ferro di cavallo,,0,f,
9222,1600009222,204228,,RA,C,Disco a ferro di cavallo,,0,f,
9223,1600009223,204229,,RA,C,Disco a ferro di cavallo,,0,f,
9224,1600009224,204230,,RA,C,Disco a ferro di cavallo,,0,f,
9225,1600009225,204231,,RA,C,Disco a ferro di cavallo,,0,f,
9226,1600009226,204232,,RA,C,Disco a ferro di cavallo,,0,f,
9227,1600009227,204233,,RA,C,Disco a ferro di cavallo,,0,f,
9228,1600009228,204234,,RA,C,Disco a ferro di cavallo,,0,f,
9229,1600009229,204235,,RA,C,Disco a ferro di cavallo,,0,f,
9230,1600009230,204236,,RA,C,Disco a ferro di cavallo,,0,f,
9231,1600009231,204237,,RA,C,Disco a ferro di cavallo,,0,f,
9232,1600009232,204238,,RA,C,Disco a ferro di cavallo,,0,f,
9233,1600009233,204239,,RA,C,Disco a ferro di cavallo,,0,f,
9234,1600009234,204240,,RA,C,Disco a ferro di cavallo,,0,f,
9235,1600009235,204241,,RA,C,Disco a ferro di cavallo,,0,f,
9236,1600009236,204242,,RA,C,Disco a ferro di cavallo,,0,f,
9237,1600009237,204243,,RA,C,Disco a ferro di cavallo,,0,f,
9238,1600009238,204244,,RA,C,Disco a ferro di cavallo,,0,f,
9239,1600009239,204245,,RA,C,Disco a ferro di cavallo,,0,f,
9240,1600009240,204246,,RA,C,Disco a ferro di cavallo,,0,f,
9241,1600009241,204247,,RA,C,Disco a ferro di cavallo,,0,f,
9242,1600009242,204248,,RA,C,Disco a ferro di cavallo,,0,f,
9243,1600009243,204249,,RA,C,Disco a ferro di cavallo,,0,f,
9244,1600009244,204250,,RA,C,Disco a ferro di cavallo,,0,f,
9245,1600009245,204251,,RA,C,Disco a ferro di cavallo,,0,f,
9246,1600009246,204252,,RA,C,Disco a ferro di cavallo,,0,f,
9247,1600009247,204253,,RA,C,Disco a ferro di cavallo,,0,f,
9248,1600009248,204254,,RA,C,Disco a ferro di cavallo,,0,f,
9249,1600009249,204255,,RA,C,Disco a ferro di cavallo,,0,f,
9250,1600009250,204256,,RA,C,Disco a ferro di cavallo,,0,f,
9251,1600009251,204257,,RA,C,Disco a ferro di cavallo,,0,f,
9252,1600009252,204258,,RA,C,Disco a ferro di cavallo,,0,f,
9253,1600009253,204259,,RA,C,Disco a ferro di cavallo,,0,f,
9254,1600009254,204260,,RA,C,Disco a ferro di cavallo,,0,f,
9255,1600009255,204261,,RA,C,Oscillum,,0,f,
9256,1600009256,204262,,RA,C,Oscillum,,0,f,
9257,1600009257,204263,,RA,C,Disco a ferro di cavallo,,0,f,
9258,1600009258,204264,,RA,C,Disco a ferro di cavallo,,0,f,
9259,1600009259,204265,,RA,C,Disco a ferro di cavallo,,0,f,
9260,1600009260,204266,,RA,C,Disco a ferro di cavallo,,0,f,
9261,1600009261,204267,,RA,C,Disco a ferro di cavallo,,0,f,
9262,1600009262,204268,,RA,C,Disco a ferro di cavallo,,0,f,
9263,1600009263,204269,,RA,C,Disco a ferro di cavallo,,0,f,
9264,1600009264,204270,,RA,C,Disco a ferro di cavallo,,0,f,
9265,1600009265,204271,,RA,C,Disco a ferro di cavallo,,0,f,
9266,1600009266,204272,,RA,C,Disco a ferro di cavallo,,0,f,
9267,1600009267,204273,,RA,C,Disco a ferro di cavallo,,1,f,
9268,1600009268,204274,,RA,C,Disco a ferro di cavallo,,0,f,
9269,1600009269,204275,,RA,C,Disco a ferro di cavallo,,0,f,
9270,1600009270,204276,,RA,C,Disco a ferro di cavallo,,0,f,
9271,1600009271,204277,,RA,C,Disco a ferro di cavallo,,0,f,
9272,1600009272,204278,,RA,C,Disco a ferro di cavallo,,0,f,
9273,1600009273,204279,,RA,C,Disco a ferro di cavallo,,0,f,
9274,1600009274,204280,,RA,C,Disco a ferro di cavallo,,0,f,
9275,1600009275,204281,,RA,C,Disco a ferro di cavallo,,0,f,
9276,1600009276,204282,,RA,C,Disco a ferro di cavallo,,0,f,
9277,1600009277,204283,,RA,C,Disco a ferro di cavallo,,0,f,
9278,1600009278,204284,,RA,C,Disco a ferro di cavallo,,0,f,
9279,1600009279,204285,,RA,C,Disco,,1,f,
9280,1600009280,204286,,RA,C,Disco,,0,f,
9281,1600009281,204287,,RA,C,Disco a ferro di cavallo,,0,f,
9282,1600009282,204288,,RA,C,Disco a ferro di cavallo,,0,f,
9283,1600009283,204289,,RA,C,Disco a ferro di cavallo,,0,f,
9284,1600009284,204290,,RA,C,Disco a ferro di cavallo,,0,f,
9285,1600009285,204291,,RA,C,Disco a ferro di cavallo,,0,f,
9286,1600009286,204292,,RA,C,Disco,,0,f,
9287,1600009287,204293,,RA,C,Disco,,0,f,
9288,1600009288,204294,,RA,C,Disco a ferro di cavallo,,0,f,
9289,1600009289,204295,,RA,C,Disco a ferro di cavallo,,0,f,
9290,1600009290,204296,,RA,C,Disco a ferro di cavallo,,0,f,
9291,1600009291,204297,,RA,C,Disco a ferro di cavallo,,0,f,
9292,1600009292,204298,,RA,C,Disco a ferro di cavallo,,0,f,
9293,1600009293,204299,,RA,C,Disco a ferro di cavallo,,0,f,
9294,1600009294,204300,,RA,C,Disco,,0,f,
9295,1600009295,204301,,RA,C,Oscillum,,0,f,
9296,1600009296,204302,,RA,C,Oscillum,,0,f,
9297,1600009297,204303,,RA,C,Oscillum con testa femminile,,0,f,
9298,1600009298,204304,,RA,C,Oscillum con testa femminile,,0,f,
9299,1600009299,204305,,RA,C,Oscillum con testa femminile,,0,f,
9300,1600009300,204306,,RA,C,Oscillum con testa femminile,,0,f,
9301,1600009301,204307,,RA,C,Oscillum con testa femminile,,0,f,
9302,1600009302,204308,,RA,C,Oscillum con testa femminile,,0,f,
9303,1600009303,204309,,RA,C,Oscillum con testa femminile,,0,f,
9304,1600009304,204310,,RA,C,Oscillum con testa di Atena,,0,f,
9305,1600009305,204311,,RA,C,Oscillum con palmetta,,0,f,
9306,1600009306,204312,,RA,C,Oscillum con palmetta,,0,f,
9307,1600009307,204313,,RA,C,Oscillum con testa femminile,,0,f,
9308,1600009308,204314,,RA,C,Oscillum,,0,f,
9309,1600009309,204315,,RA,C,Oscillum,,0,f,
9310,1600009310,204316,,RA,C,Oscillum,,0,f,
9311,1600009311,204317,,RA,C,Oscillum,,0,f,
9312,1600009312,204318,,RA,C,Oscillum,,0,f,
9313,1600009313,204319,,RA,C,Oscillum,,0,f,
9314,1600009314,204320,,RA,C,Oscillum,,0,f,
9315,1600009315,204321,,RA,C,Oscillum,,0,f,
9316,1600009316,204322,,RA,C,Oscillum,,0,f,
9317,1600009317,204323,,RA,C,Oscillum,,0,f,
9318,1600009318,204324,,RA,C,Oscillum,,0,f,
9319,1600009319,204325,,RA,C,Oscillum,,0,f,
9320,1600009320,204326,,RA,C,Oscillum,,0,f,
9321,1600009321,204327,,RA,C,Oscillum,,0,f,
9322,1600009322,204328,,RA,C,Oscillum,,0,f,
9323,1600009323,204329,,RA,C,Oscillum,,0,f,
9324,1600009324,204330,,RA,C,Oscillum,,0,f,
9325,1600009325,204331,,RA,C,Oscillum,,0,f,
9326,1600009326,204332,,RA,C,Oscillum,,0,f,
9327,1600009327,204333,,RA,C,Oscillum,,0,f,
9328,1600009328,204334,,RA,C,Oscillum,,0,f,
9329,1600009329,204335,,RA,C,Oscillum,,0,f,
9330,1600009330,204336,,RA,C,Oscillum,,0,f,
9331,1600009331,204337,,RA,C,Oscillum,,0,f,
9332,1600009332,204338,,RA,C,Oscillum,,0,f,
9333,1600009333,204339,,RA,C,Oscillum,,0,f,
9334,1600009334,204340,,RA,C,Oscillum,,0,f,
9335,1600009335,204341,,RA,C,Oscillum,,0,f,
9336,1600009336,204342,,RA,C,Oscillum,,0,f,
9337,1600009337,204343,,RA,C,Oscillum,,0,f,
9338,1600009338,204344,,RA,C,Oscillum,,0,f,
9339,1600009339,204345,,RA,C,Oscillum,,0,f,
9340,1600009340,204346,,RA,C,Oscillum,,0,f,
9341,1600009341,204347,,RA,C,Oscillum,,0,f,
9342,1600009342,204348,,RA,C,Oscillum,,0,f,
9343,1600009343,204349,,RA,C,Oscillum,,0,f,
9344,1600009344,204350,,RA,C,Oscillum,,0,f,
9345,1600009345,204351,,RA,C,Oscillum,,0,f,
9346,1600009346,204352,,RA,C,Oscillum,,0,f,
9347,1600009347,204353,,RA,C,Oscillum,,0,f,
9348,1600009348,204354,,RA,C,Oscillum,,0,f,
9349,1600009349,204355,,RA,C,Oscillum,,0,f,
9350,1600009350,204356,,RA,C,Oscillum,,0,f,
9351,1600009351,204357,,RA,C,Oscillum,,0,f,
9352,1600009352,204358,,RA,C,Oscillum,,0,f,
9353,1600009353,204359,,RA,C,Oscillum,,0,f,
9354,1600009354,204360,,RA,C,Oscillum,,0,f,
9355,1600009355,204361,,RA,C,Oscillum,,1,f,
9356,1600009356,204362,,RA,C,Oscillum,,0,f,
9357,1600009357,204363,,RA,C,Oscillum,,0,f,
9358,1600009358,204364,,RA,C,Oscillum,,0,f,
9359,1600009359,204365,,RA,C,Oscillum,,0,f,
9360,1600009360,204366,,RA,C,Oscillum,,0,f,
9361,1600009361,204367,,RA,C,Oscillum,,0,f,
9362,1600009362,204368,,RA,C,Oscillum,,0,f,
9363,1600009363,204369,,RA,C,Oscillum,,0,f,
9364,1600009364,204370,,RA,C,Oscillum,,0,f,
9365,1600009365,204371,,RA,C,Oscillum,,0,f,
9366,1600009366,204372,,RA,C,Oscillum,,0,f,
9367,1600009367,204373,,RA,C,Oscillum,,0,f,
9368,1600009368,204374,,RA,C,Oscillum,,0,f,
9369,1600009369,204375,,RA,C,Oscillum,,0,f,
9370,1600009370,204376,,RA,C,Oscillum,,0,f,
9371,1600009371,204377,,RA,C,Oscillum,,0,f,
9372,1600009372,204378,,RA,C,Oscillum,,0,f,
9373,1600009373,204379,,RA,C,Oscillum,,0,f,
9374,1600009374,204380,,RA,C,Oscillum,,0,f,
9375,1600009375,204381,,RA,C,Oscillum,,0,f,
9376,1600009376,204382,,RA,C,Oscillum,,0,f,
9377,1600009377,204383,,RA,C,Oscillum,,0,f,
9378,1600009378,204384,,RA,C,Oscillum,,0,f,
9379,1600009379,204385,,RA,C,Oscillum,,0,f,
9380,1600009380,204386,,RA,C,Oscillum,,0,f,
9381,1600009381,204387,,RA,C,Oscillum,,0,f,
9382,1600009382,204388,,RA,C,Oscillum,,0,f,
9383,1600009383,204389,,RA,C,Oscillum,,0,f,
9384,1600009384,204390,,RA,C,Oscillum,,0,f,
9385,1600009385,204391,,RA,C,Oscillum,,0,f,
9386,1600009386,204392,,RA,C,Oscillum,,0,f,
9387,1600009387,204393,,RA,C,Oscillum,,0,f,
9388,1600009388,204394,,RA,C,Oscillum,,0,f,
9389,1600009389,204395,,RA,C,Oscillum,,0,f,
9390,1600009390,204396,,RA,C,Oscillum,,0,f,
9391,1600009391,204397,,RA,C,Oscillum,,0,f,
9392,1600009392,204398,,RA,C,Oscillum,,0,f,
9393,1600009393,204399,,RA,C,Oscillum,,0,f,
9394,1600009394,204400,,RA,C,Oscillum,,0,f,
9395,1600009395,204401,,RA,C,Oscillum,,0,f,
9396,1600009396,204402,,RA,C,Oscillum,,0,f,
9397,1600009397,204403,,RA,C,Oscillum,,0,f,
9398,1600009398,204404,,RA,C,Oscillum,,0,f,
9399,1600009399,204405,,RA,C,Oscillum,,0,f,
9400,1600009400,204406,,RA,C,Oscillum,,0,f,
9401,1600009401,204407,,RA,C,Oscillum,,0,f,
9402,1600009402,204408,,RA,C,Oscillum,,0,f,
9403,1600009403,204409,,RA,C,Oscillum,,0,f,
9404,1600009404,204410,,RA,C,Oscillum,,0,f,
9405,1600009405,204411,,RA,C,Oscillum,,0,f,
9406,1600009406,204412,,RA,C,Oscillum,,0,f,
9407,1600009407,204413,,RA,C,Oscillum,,0,f,
9408,1600009408,204414,,RA,C,Oscillum,,0,f,
9409,1600009409,204415,,RA,C,Oscillum,,0,f,
9410,1600009410,204416,,RA,C,Oscillum,,0,f,
9411,1600009411,204417,,RA,C,Oscillum,,0,f,
9412,1600009412,204418,,RA,C,Oscillum,,0,f,
9413,1600009413,204419,,RA,C,Oscillum,,0,f,
9414,1600009414,204420,,RA,C,Oscillum,,0,f,
9415,1600009415,204421,,RA,C,Oscillum,,0,f,
9416,1600009416,204422,,RA,C,Oscillum,,0,f,
9417,1600009417,204423,,RA,C,Oscillum,,0,f,
9418,1600009418,204424,,RA,C,Oscillum,,0,f,
9419,1600009419,204425,,RA,C,Oscillum,,0,f,
9420,1600009420,204426,,RA,C,Oscillum,,0,f,
9421,1600009421,204427,,RA,C,Oscillum,,0,f,
9422,1600009422,204428,,RA,C,Oscillum,,0,f,
9423,1600009423,204429,,RA,C,Oscillum,,0,f,
9424,1600009424,204430,,RA,C,Oscillum,,0,f,
9425,1600009425,204431,,RA,C,Oscillum,,0,f,
9426,1600009426,204432,,RA,C,Oscillum,,0,f,
9427,1600009427,204433,,RA,C,Oscillum,,0,f,
9428,1600009428,204434,,RA,C,Oscillum,,0,f,
9429,1600009429,204435,,RA,C,Oscillum,,0,f,
9430,1600009430,204436,,RA,C,Oscillum,,0,f,
9431,1600009431,204437,,RA,C,Oscillum,,0,f,
9432,1600009432,204438,,RA,C,Oscillum,,0,f,
9433,1600009433,204439,,RA,C,Oscillum,,0,f,
9434,1600009434,204440,,RA,C,Oscillum,,0,f,
9435,1600009435,204441,,RA,C,Oscillum,,0,f,
9436,1600009436,204442,,RA,C,Oscillum,,0,f,
9437,1600009437,204443,,RA,C,Oscillum,,0,f,
9438,1600009438,204444,,RA,C,Oscillum,,0,f,
9439,1600009439,204445,,RA,C,Oscillum,,0,f,
9440,1600009440,204446,,RA,C,Oscillum,,0,f,
9441,1600009441,204447,,RA,C,Oscillum,,0,f,
9442,1600009442,204448,,RA,C,Oscillum,,0,f,
9443,1600009443,204449,,RA,C,Oscillum,,0,f,
9444,1600009444,204450,,RA,C,Oscillum,,0,f,
9445,1600009445,204451,,RA,C,Oscillum,,0,f,
9446,1600009446,204452,,RA,C,Oscillum,,0,f,
9447,1600009447,204453,,RA,C,Oscillum,,0,f,
9448,1600009448,204454,,RA,C,Oscillum,,0,f,
9449,1600009449,204455,,RA,C,Oscillum,,0,f,
9450,1600009450,204456,,RA,C,Oscillum,,0,f,
9451,1600009451,204457,,RA,C,Oscillum,,0,f,
9452,1600009452,204458,,RA,C,Oscillum,,0,f,
9453,1600009453,204459,,RA,C,Oscillum,,0,f,
9454,1600009454,204460,,RA,C,Oscillum,,0,f,
9455,1600009455,204461,,RA,C,Oscillum,,0,f,
9456,1600009456,204462,,RA,C,Oscillum,,0,f,
9457,1600009457,204463,,RA,C,Oscillum,,0,f,
9458,1600009458,204464,,RA,C,Oscillum,,0,f,
9459,1600009459,204465,,RA,C,Oscillum,,0,f,
9460,1600009460,204466,,RA,C,Oscillum,,0,f,
9461,1600009461,204467,,RA,C,Oscillum,,0,f,
9462,1600009462,204468,,RA,C,Oscillum,,0,f,
9463,1600009463,204469,,RA,C,Oscillum,,0,f,
9464,1600009464,204470,,RA,C,Oscillum,,0,f,
9465,1600009465,204471,,RA,C,Oscillum,,0,f,
9466,1600009466,204472,,RA,C,Oscillum,,0,f,
9467,1600009467,204473,,RA,C,Oscillum,,0,f,
9468,1600009468,204474,,RA,C,Oscillum,,0,f,
9469,1600009469,204475,,RA,C,Oscillum,,0,f,
9470,1600009470,204476,,RA,C,Oscillum,,0,f,
9471,1600009471,204477,,RA,C,Oscillum,,0,f,
9472,1600009472,204478,,RA,C,Oscillum,,0,f,
9473,1600009473,204479,,RA,C,Oscillum,,0,f,
9474,1600009474,204480,,RA,C,Oscillum,,0,f,
9475,1600009475,204481,,RA,C,Oscillum,,0,f,
9476,1600009476,204482,,RA,C,Oscillum,,0,f,
9477,1600009477,204483,,RA,C,Oscillum,,0,f,
9478,1600009478,204484,,RA,C,Oscillum,,0,f,
9479,1600009479,204485,,RA,C,Oscillum,,0,f,
9480,1600009480,204486,,RA,C,Oscillum,,0,f,
9481,1600009481,204487,,RA,C,Oscillum,,0,f,
9482,1600009482,204488,,RA,C,Oscillum,,0,f,
9483,1600009483,204489,,RA,C,Oscillum,,0,f,
9484,1600009484,204490,,RA,C,Oscillum,,0,f,
9485,1600009485,204491,,RA,C,Oscillum,,0,f,
9486,1600009486,204492,,RA,C,Oscillum,,0,f,
9487,1600009487,204493,,RA,C,Oscillum,,0,f,
9488,1600009488,204494,,RA,C,Oscillum,,0,f,
9489,1600009489,204495,,RA,C,Oscillum,,0,f,
9490,1600009490,204496,,RA,C,Oscillum,,0,f,
9491,1600009491,204497,,RA,C,Oscillum,,0,f,
9492,1600009492,204498,,RA,C,Oscillum,,0,f,
9493,1600009493,204499,,RA,C,Oscillum,,0,f,
9494,1600009494,204500,,RA,C,Oscillum,,0,f,
9495,1600009495,204501,,RA,C,Oscillum,,0,f,
9496,1600009496,204502,,RA,C,Oscillum,,0,f,
9497,1600009497,204503,,RA,C,Oscillum,,0,f,
9498,1600009498,204504,,RA,C,Oscillum,,0,f,
9499,1600009499,204505,,RA,C,Oscillum,,0,f,
9500,1600009500,204506,,RA,C,Oscillum,,0,f,
9501,1600009501,204507,,RA,C,Oscillum,,0,f,
9502,1600009502,204508,,RA,C,Oscillum,,0,f,
9503,1600009503,204509,,RA,C,Oscillum,,0,f,
9504,1600009504,204510,,RA,C,Oscillum,,0,f,
9505,1600009505,204511,,RA,C,Oscillum,,0,f,
9506,1600009506,204512,,RA,C,Oscillum,,0,f,
9507,1600009507,204513,,RA,C,Oscillum,,0,f,
9508,1600009508,204514,,RA,C,Oscillum,,0,f,
9509,1600009509,204515,,RA,C,Oscillum,,0,f,
9510,1600009510,204516,,RA,C,Oscillum,,0,f,
9511,1600009511,204517,,RA,C,Oscillum,,0,f,
9512,1600009512,204518,,RA,C,Oscillum,,0,f,
9513,1600009513,204519,,RA,C,Oscillum,,0,f,
9514,1600009514,204520,,RA,C,Oscillum,,0,f,
9515,1600009515,204521,,RA,C,Oscillum,,0,f,
9516,1600009516,204522,,RA,C,Oscillum,,0,f,
9517,1600009517,204523,,RA,C,Oscillum,,0,f,
9518,1600009518,204524,,RA,C,Oscillum,,0,f,
9519,1600009519,204525,,RA,C,Oscillum,,0,f,
9520,1600009520,204526,,RA,C,Oscillum,,0,f,
9521,1600009521,204527,,RA,C,Oscillum,,0,f,
9522,1600009522,204528,,RA,C,Oscillum,,0,f,
9523,1600009523,204529,,RA,C,Oscillum,,0,f,
9524,1600009524,204530,,RA,C,Oscillum,,0,f,
9525,1600009525,204531,,RA,C,Oscillum,,0,f,
9526,1600009526,204532,,RA,C,Oscillum,,0,f,
9527,1600009527,204533,,RA,C,Oscillum,,0,f,
9528,1600009528,204534,,RA,C,Oscillum,,0,f,
9529,1600009529,204535,,RA,C,Oscillum,,0,f,
9530,1600009530,204536,,RA,C,Oscillum,,0,f,
9531,1600009531,204537,,RA,C,Oscillum,,0,f,
9532,1600009532,204538,,RA,C,Oscillum,,0,f,
9533,1600009533,204539,,RA,C,Oscillum,,0,f,
9534,1600009534,204540,,RA,C,Oscillum,,0,f,
9535,1600009535,204541,,RA,C,Oscillum,,0,f,
9536,1600009536,204542,,RA,C,Oscillum,,0,f,
9537,1600009537,204543,,RA,C,Oscillum,,0,f,
9538,1600009538,204544,,RA,C,Oscillum,,0,f,
9539,1600009539,204545,,RA,C,Oscillum,,0,f,
9540,1600009540,204546,,RA,C,Oscillum,,0,f,
9541,1600009541,204547,,RA,C,Oscillum,,0,f,
9542,1600009542,204548,,RA,C,Oscillum,,0,f,
9543,1600009543,204549,,RA,C,Oscillum,,0,f,
9544,1600009544,204550,,RA,C,Oscillum,,0,f,
9545,1600009545,204551,,RA,C,Oscillum,,0,f,
9546,1600009546,204552,,RA,C,Oscillum,,0,f,
9547,1600009547,204553,,RA,C,Oscillum,,0,f,
9548,1600009548,204554,,RA,C,Oscillum,,0,f,
